hgnc_symbol	ensembl_gene_id	gene_biotype
	ENSG00000308861	lncRNA
LLPH	ENSG00000139233	protein_coding
DNPEP-AS1	ENSG00000229525	lncRNA
ANO9	ENSG00000185101	protein_coding
	ENSG00000268603	lncRNA
	ENSG00000268896	lncRNA
	ENSG00000293295	lncRNA
	ENSG00000269068	lncRNA
	ENSG00000310026	lncRNA
TMEM14B	ENSG00000137210	protein_coding
	ENSG00000310044	lncRNA
	ENSG00000228973	lncRNA
	ENSG00000290951	lncRNA
LYZL6	ENSG00000275722	protein_coding
SRGAP2-AS1	ENSG00000230806	lncRNA
BORCS5	ENSG00000165714	protein_coding
	ENSG00000261172	lncRNA
	ENSG00000298690	lncRNA
BHLHE40	ENSG00000134107	protein_coding
	ENSG00000233542	lncRNA
	ENSG00000295808	lncRNA
LINC02832	ENSG00000227308	lncRNA
	ENSG00000298706	lncRNA
	ENSG00000308363	lncRNA
	ENSG00000298707	lncRNA
	ENSG00000308383	lncRNA
	ENSG00000298758	lncRNA
	ENSG00000308404	lncRNA
	ENSG00000308408	lncRNA
	ENSG00000298796	lncRNA
	ENSG00000308429	lncRNA
CCL15-CCL14	ENSG00000275688	protein_coding
	ENSG00000260136	lncRNA
	ENSG00000304439	lncRNA
LINC02796	ENSG00000227016	lncRNA
	ENSG00000286199	lncRNA
LINC01803	ENSG00000228909	lncRNA
TAC3	ENSG00000166863	protein_coding
MIR4268	ENSG00000266518	miRNA
	ENSG00000263280	lncRNA
	ENSG00000304815	lncRNA
CCL15	ENSG00000275718	protein_coding
EN1	ENSG00000163064	protein_coding
	ENSG00000305008	lncRNA
	ENSG00000287340	lncRNA
	ENSG00000260827	lncRNA
	ENSG00000298302	lncRNA
	ENSG00000259094	lncRNA
	ENSG00000278690	lncRNA
	ENSG00000308819	lncRNA
CCL23	ENSG00000274736	protein_coding
	ENSG00000308621	lncRNA
	ENSG00000289423	lncRNA
C1QL2	ENSG00000144119	protein_coding
RN7SL468P	ENSG00000264833	misc_RNA
	ENSG00000309841	lncRNA
	ENSG00000309858	lncRNA
	ENSG00000308834	lncRNA
LYPLA1	ENSG00000120992	protein_coding
STEAP3-AS1	ENSG00000229867	lncRNA
	ENSG00000287161	lncRNA
RN7SL301P	ENSG00000276014	misc_RNA
	ENSG00000309372	lncRNA
	ENSG00000282738	unprocessed_pseudogene
	ENSG00000308862	lncRNA
	ENSG00000309392	lncRNA
SLC12A8	ENSG00000221955	protein_coding
TBC1D3B	ENSG00000274808	protein_coding
	ENSG00000261078	lncRNA
	ENSG00000308918	lncRNA
	ENSG00000308969	lncRNA
	ENSG00000309027	lncRNA
	ENSG00000309410	lncRNA
	ENSG00000303406	lncRNA
	ENSG00000309043	lncRNA
SCTR-AS1	ENSG00000231013	lncRNA
	ENSG00000309056	lncRNA
	ENSG00000225087	lncRNA
	ENSG00000309061	lncRNA
	ENSG00000309065	lncRNA
	ENSG00000298252	lncRNA
	ENSG00000310053	lncRNA
	ENSG00000286207	lncRNA
	ENSG00000310060	lncRNA
	ENSG00000230432	lncRNA
	ENSG00000310087	lncRNA
	ENSG00000309068	lncRNA
MANBAL	ENSG00000101363	protein_coding
	ENSG00000290834	lncRNA
SPEGNB	ENSG00000286095	protein_coding
	ENSG00000309088	lncRNA
	ENSG00000309099	lncRNA
	ENSG00000234022	lncRNA
LINC01701	ENSG00000232212	lncRNA
	ENSG00000309183	lncRNA
	ENSG00000302930	lncRNA
	ENSG00000309202	lncRNA
	ENSG00000302890	lncRNA
	ENSG00000224194	lncRNA
	ENSG00000309225	lncRNA
	ENSG00000298870	lncRNA
	ENSG00000309232	lncRNA
LINC01804	ENSG00000231031	lncRNA
	ENSG00000290679	lncRNA
	ENSG00000298887	lncRNA
	ENSG00000298890	lncRNA
	ENSG00000289004	lncRNA
	ENSG00000290678	lncRNA
	ENSG00000237390	lncRNA
ZNF277-AS1	ENSG00000226851	lncRNA
	ENSG00000272715	lncRNA
	ENSG00000298904	lncRNA
	ENSG00000298905	lncRNA
	ENSG00000260126	lncRNA
	ENSG00000232642	lncRNA
	ENSG00000287905	lncRNA
TBC1D3I	ENSG00000274933	protein_coding
	ENSG00000298922	lncRNA
	ENSG00000298925	lncRNA
	ENSG00000309379	lncRNA
	ENSG00000298926	lncRNA
	ENSG00000223754	lncRNA
	ENSG00000309454	lncRNA
	ENSG00000298936	lncRNA
	ENSG00000242628	lncRNA
	ENSG00000309512	lncRNA
	ENSG00000298939	lncRNA
	ENSG00000286738	lncRNA
	ENSG00000298944	lncRNA
	ENSG00000309644	lncRNA
	ENSG00000309654	lncRNA
	ENSG00000298956	lncRNA
	ENSG00000228201	lncRNA
	ENSG00000298960	lncRNA
	ENSG00000309763	lncRNA
	ENSG00000298961	lncRNA
	ENSG00000310108	lncRNA
CYP1B1-AS1	ENSG00000232973	lncRNA
	ENSG00000298973	lncRNA
	ENSG00000309768	lncRNA
	ENSG00000287076	lncRNA
	ENSG00000309842	lncRNA
	ENSG00000291151	lncRNA
NQO1-DT	ENSG00000262136	lncRNA
H3-3A-DT	ENSG00000272562	lncRNA
	ENSG00000309888	lncRNA
	ENSG00000309935	lncRNA
VPS18	ENSG00000104142	protein_coding
SNAI3-AS1	ENSG00000260630	lncRNA
LINC02609	ENSG00000233593	lncRNA
KIF18A	ENSG00000121621	protein_coding
ZFP64	ENSG00000020256	protein_coding
BBS4	ENSG00000140463	protein_coding
	ENSG00000265889	misc_RNA
CHD3	ENSG00000170004	protein_coding
SLC4A8	ENSG00000050438	protein_coding
BLOC1S2	ENSG00000196072	protein_coding
	ENSG00000310105	lncRNA
PKN2-AS1	ENSG00000237505	lncRNA
	ENSG00000260573	lncRNA
	ENSG00000310159	lncRNA
	ENSG00000310178	lncRNA
	ENSG00000292385	lncRNA
SRRM2-AS1	ENSG00000205913	lncRNA
	ENSG00000227292	lncRNA
	ENSG00000310146	lncRNA
	ENSG00000310153	lncRNA
	ENSG00000310166	lncRNA
	ENSG00000273391	lncRNA
	ENSG00000310203	lncRNA
	ENSG00000243018	lncRNA
ATP6V0E2-AS1	ENSG00000204934	lncRNA
	ENSG00000295774	lncRNA
	ENSG00000307710	lncRNA
POPDC1	ENSG00000112276	protein_coding
	ENSG00000303299	lncRNA
	ENSG00000309937	lncRNA
YTHDF1	ENSG00000149658	protein_coding
	ENSG00000286076	lncRNA
RESP18	ENSG00000182698	protein_coding
	ENSG00000287636	lncRNA
BCAS1	ENSG00000064787	protein_coding
	ENSG00000199781	misc_RNA
	ENSG00000222001	lncRNA
	ENSG00000299021	lncRNA
LINC01703	ENSG00000225518	lncRNA
CCNY	ENSG00000108100	protein_coding
RPS13	ENSG00000110700	protein_coding
NEU2	ENSG00000115488	protein_coding
	ENSG00000310204	lncRNA
	ENSG00000310271	lncRNA
	ENSG00000262801	lncRNA
	ENSG00000303700	lncRNA
LINC01763	ENSG00000225446	lncRNA
	ENSG00000304164	lncRNA
	ENSG00000233230	lncRNA
	ENSG00000299041	lncRNA
DAPK2	ENSG00000035664	protein_coding
ATF6B	ENSG00000213676	protein_coding
	ENSG00000310278	lncRNA
	ENSG00000310299	lncRNA
	ENSG00000299045	lncRNA
	ENSG00000299046	lncRNA
	ENSG00000310325	lncRNA
	ENSG00000299054	lncRNA
	ENSG00000289589	lncRNA
	ENSG00000291095	lncRNA
	ENSG00000299069	lncRNA
C2orf74-AS1	ENSG00000271889	lncRNA
	ENSG00000299070	lncRNA
	ENSG00000310348	lncRNA
	ENSG00000290116	lncRNA
	ENSG00000299073	lncRNA
	ENSG00000290663	lncRNA
LINC00174	ENSG00000179406	lncRNA
	ENSG00000286758	lncRNA
	ENSG00000291105	lncRNA
	ENSG00000299097	lncRNA
	ENSG00000299098	lncRNA
	ENSG00000299099	lncRNA
	ENSG00000259923	lncRNA
	ENSG00000299100	lncRNA
	ENSG00000299101	lncRNA
	ENSG00000310402	lncRNA
	ENSG00000299102	lncRNA
	ENSG00000293434	lncRNA
	ENSG00000262950	lncRNA
	ENSG00000299113	lncRNA
	ENSG00000285079	lncRNA
	ENSG00000299121	lncRNA
MT1JP	ENSG00000290662	lncRNA
LINC00862	ENSG00000203721	lncRNA
	ENSG00000310437	lncRNA
	ENSG00000307346	lncRNA
	ENSG00000297575	lncRNA
	ENSG00000297593	lncRNA
	ENSG00000299389	lncRNA
	ENSG00000295517	lncRNA
	ENSG00000303013	lncRNA
IGHMBP2	ENSG00000132740	protein_coding
CMIP	ENSG00000153815	protein_coding
SPINT1	ENSG00000166145	protein_coding
	ENSG00000310297	lncRNA
	ENSG00000310317	lncRNA
	ENSG00000310319	lncRNA
	ENSG00000289352	lncRNA
	ENSG00000225315	lncRNA
GOLGB1	ENSG00000173230	protein_coding
	ENSG00000310326	lncRNA
PPARGC1B	ENSG00000155846	protein_coding
MAGI2-AS3	ENSG00000234456	lncRNA
	ENSG00000279069	TEC
KCNJ2-AS1	ENSG00000267365	lncRNA
RNU4-34P	ENSG00000222363	snRNA
	ENSG00000299147	lncRNA
MIR4523	ENSG00000284162	miRNA
RNU6-711P	ENSG00000253064	snRNA
RNU6-1034P	ENSG00000202205	snRNA
	ENSG00000251818	scaRNA
	ENSG00000266190	unprocessed_pseudogene
LINC01361	ENSG00000236268	lncRNA
	ENSG00000202389	snoRNA
	ENSG00000288923	lncRNA
	ENSG00000260777	lncRNA
	ENSG00000299169	lncRNA
DGUOK-AS1	ENSG00000237883	lncRNA
	ENSG00000299175	lncRNA
	ENSG00000266306	transcribed_unprocessed_pseudogene
	ENSG00000299183	lncRNA
	ENSG00000264029	transcribed_unprocessed_pseudogene
LINC02786	ENSG00000284623	lncRNA
	ENSG00000266111	lncRNA
SRP68P3	ENSG00000237911	unprocessed_pseudogene
FAM106B	ENSG00000287751	processed_pseudogene
TNPO1P3	ENSG00000229586	processed_pseudogene
	ENSG00000266925	lncRNA
	ENSG00000266042	processed_pseudogene
TBC1D3P3	ENSG00000235203	unprocessed_pseudogene
	ENSG00000299196	lncRNA
	ENSG00000261118	lncRNA
	ENSG00000299198	lncRNA
	ENSG00000299205	lncRNA
FBXL14	ENSG00000171823	protein_coding
	ENSG00000299211	lncRNA
	ENSG00000304919	lncRNA
	ENSG00000300127	lncRNA
	ENSG00000289408	lncRNA
	ENSG00000267075	lncRNA
RPL7AP65	ENSG00000228000	processed_pseudogene
YEATS4	ENSG00000127337	protein_coding
RPL21P121	ENSG00000237382	processed_pseudogene
	ENSG00000300148	lncRNA
LINC02166	ENSG00000260259	lncRNA
MIR6778	ENSG00000283772	miRNA
GPR179	ENSG00000277399	protein_coding
	ENSG00000304628	lncRNA
	ENSG00000202382	misc_RNA
	ENSG00000260635	lncRNA
RN7SL113P	ENSG00000278590	misc_RNA
	ENSG00000296248	lncRNA
	ENSG00000299237	lncRNA
CDR2-DT	ENSG00000260790	lncRNA
	ENSG00000273196	lncRNA
	ENSG00000304650	lncRNA
	ENSG00000293459	lncRNA
RRN3P3	ENSG00000290865	lncRNA
SOCS7	ENSG00000274211	protein_coding
	ENSG00000304695	lncRNA
	ENSG00000295287	lncRNA
	ENSG00000307276	lncRNA
	ENSG00000291060	lncRNA
	ENSG00000290897	lncRNA
	ENSG00000291232	lncRNA
PLAU	ENSG00000122861	protein_coding
SRCIN1	ENSG00000277363	protein_coding
LINC00342	ENSG00000232931	lncRNA
UTP20	ENSG00000120800	protein_coding
ANKRD36C	ENSG00000174501	protein_coding
LNCPRESS1	ENSG00000232301	lncRNA
BPIFB1	ENSG00000125999	protein_coding
	ENSG00000310396	lncRNA
EMSLR	ENSG00000232445	lncRNA
CYP51A1-AS1	ENSG00000188693	lncRNA
	ENSG00000234273	lncRNA
	ENSG00000310458	lncRNA
	ENSG00000231951	lncRNA
	ENSG00000228554	lncRNA
LINC00265	ENSG00000188185	lncRNA
NPIPB5	ENSG00000243716	protein_coding
DCAF13	ENSG00000164934	protein_coding
	ENSG00000309715	lncRNA
	ENSG00000289579	lncRNA
	ENSG00000201178	misc_RNA
	ENSG00000303557	lncRNA
SPACA3	ENSG00000141316	protein_coding
	ENSG00000295425	lncRNA
	ENSG00000297001	lncRNA
CYP3A4-AS1	ENSG00000273407	lncRNA
	ENSG00000308518	lncRNA
OR2AE1	ENSG00000244623	protein_coding
	ENSG00000237640	lncRNA
FFAR4	ENSG00000186188	protein_coding
	ENSG00000199711	misc_RNA
	ENSG00000222966	snoRNA
	ENSG00000286921	lncRNA
AZGP1P1	ENSG00000214313	transcribed_unprocessed_pseudogene
	ENSG00000303669	lncRNA
	ENSG00000264598	lncRNA
ATAD1	ENSG00000138138	protein_coding
	ENSG00000280245	TEC
	ENSG00000286923	lncRNA
	ENSG00000263717	lncRNA
	ENSG00000279781	TEC
	ENSG00000265337	lncRNA
	ENSG00000280349	TEC
MARCKS	ENSG00000277443	protein_coding
MYO15B	ENSG00000266714	protein_coding
	ENSG00000291176	lncRNA
PIP4K2C	ENSG00000166908	protein_coding
BRD2	ENSG00000204256	protein_coding
FKBP14-AS1	ENSG00000227014	lncRNA
	ENSG00000231519	lncRNA
	ENSG00000294592	lncRNA
	ENSG00000283618	sRNA
	ENSG00000286847	lncRNA
OTOAP1	ENSG00000290866	lncRNA
MTURN	ENSG00000180354	protein_coding
PPP2R1B	ENSG00000137713	protein_coding
	ENSG00000230751	lncRNA
	ENSG00000304653	lncRNA
	ENSG00000251660	lncRNA
	ENSG00000302808	lncRNA
	ENSG00000227017	lncRNA
RIPK3	ENSG00000129465	protein_coding
	ENSG00000308238	lncRNA
	ENSG00000308222	lncRNA
RPS27P16	ENSG00000225907	processed_pseudogene
	ENSG00000303960	lncRNA
ECSCR	ENSG00000249751	protein_coding
	ENSG00000308855	lncRNA
	ENSG00000308255	lncRNA
	ENSG00000303436	lncRNA
	ENSG00000300742	lncRNA
	ENSG00000294998	lncRNA
	ENSG00000305326	lncRNA
TUSC3	ENSG00000104723	protein_coding
	ENSG00000295018	lncRNA
	ENSG00000262362	lncRNA
	ENSG00000302810	lncRNA
	ENSG00000231098	lncRNA
	ENSG00000299253	lncRNA
	ENSG00000308856	lncRNA
	ENSG00000299261	lncRNA
	ENSG00000229177	lncRNA
	ENSG00000304416	lncRNA
LINC02805	ENSG00000232265	lncRNA
	ENSG00000309746	lncRNA
MMP25-AS1	ENSG00000261971	lncRNA
RNU6-92P	ENSG00000272393	snRNA
ST13P7	ENSG00000237821	processed_pseudogene
	ENSG00000310291	lncRNA
SQOR	ENSG00000137767	protein_coding
	ENSG00000308961	lncRNA
	ENSG00000301874	lncRNA
	ENSG00000307981	lncRNA
ATF7	ENSG00000170653	protein_coding
	ENSG00000306309	lncRNA
	ENSG00000300224	lncRNA
	ENSG00000301288	lncRNA
	ENSG00000301300	lncRNA
	ENSG00000273151	lncRNA
COX19	ENSG00000240230	protein_coding
LINC01132	ENSG00000227630	lncRNA
PRMT5	ENSG00000100462	protein_coding
	ENSG00000262370	lncRNA
	ENSG00000299282	lncRNA
NINL	ENSG00000101004	protein_coding
	ENSG00000299303	lncRNA
	ENSG00000299325	lncRNA
TTC38	ENSG00000075234	protein_coding
	ENSG00000299328	lncRNA
ZNF213-AS1	ENSG00000263072	lncRNA
	ENSG00000299343	lncRNA
	ENSG00000299349	lncRNA
	ENSG00000299351	lncRNA
CYP2W1	ENSG00000073067	protein_coding
	ENSG00000299361	lncRNA
ZMAT3	ENSG00000172667	protein_coding
	ENSG00000227907	lncRNA
	ENSG00000299363	lncRNA
	ENSG00000287372	lncRNA
	ENSG00000232194	lncRNA
	ENSG00000299375	lncRNA
ARHGEF37	ENSG00000183111	protein_coding
	ENSG00000299380	lncRNA
	ENSG00000299384	lncRNA
	ENSG00000299391	lncRNA
	ENSG00000290772	lncRNA
MIR339	ENSG00000199023	miRNA
	ENSG00000225146	lncRNA
	ENSG00000299394	lncRNA
	ENSG00000257607	lncRNA
CDK1	ENSG00000170312	protein_coding
	ENSG00000299409	lncRNA
CHLSN-AS1	ENSG00000224079	lncRNA
	ENSG00000299413	lncRNA
	ENSG00000226291	lncRNA
DHCR24-DT	ENSG00000233203	lncRNA
ZFAND2A-DT	ENSG00000229043	lncRNA
	ENSG00000285177	lncRNA
SSU72-AS1	ENSG00000215014	lncRNA
	ENSG00000284601	lncRNA
UNCX	ENSG00000164853	protein_coding
HOXB1	ENSG00000120094	protein_coding
	ENSG00000299444	lncRNA
	ENSG00000290094	lncRNA
	ENSG00000299456	lncRNA
	ENSG00000233082	lncRNA
	ENSG00000305758	lncRNA
	ENSG00000299457	lncRNA
	ENSG00000305742	lncRNA
	ENSG00000299472	lncRNA
	ENSG00000290025	lncRNA
HOXB2	ENSG00000173917	protein_coding
	ENSG00000299474	lncRNA
	ENSG00000299493	lncRNA
	ENSG00000299517	lncRNA
SETMAR	ENSG00000170364	protein_coding
	ENSG00000287046	lncRNA
	ENSG00000299533	lncRNA
	ENSG00000290106	lncRNA
HOXB4	ENSG00000182742	protein_coding
	ENSG00000309576	lncRNA
	ENSG00000299539	lncRNA
	ENSG00000300068	lncRNA
LINC03072	ENSG00000273270	lncRNA
	ENSG00000257178	lncRNA
	ENSG00000227386	lncRNA
MIR10A	ENSG00000284038	miRNA
HOXB5	ENSG00000120075	protein_coding
LINC03007	ENSG00000223561	lncRNA
HOXB7	ENSG00000260027	protein_coding
HOXB9	ENSG00000170689	protein_coding
WDR82	ENSG00000164091	protein_coding
FAM169A	ENSG00000198780	protein_coding
MIR196A1	ENSG00000210741	miRNA
	ENSG00000288877	lncRNA
ADORA2B	ENSG00000170425	protein_coding
FXR2	ENSG00000129245	protein_coding
MTMR9LP	ENSG00000291132	lncRNA
	ENSG00000263011	lncRNA
	ENSG00000293410	lncRNA
EIF5A2	ENSG00000163577	protein_coding
	ENSG00000286725	lncRNA
	ENSG00000302384	lncRNA
	ENSG00000306338	lncRNA
	ENSG00000262521	lncRNA
	ENSG00000261695	lncRNA
ABCC6P2	ENSG00000290943	lncRNA
ADGRA2	ENSG00000020181	protein_coding
MIR3615	ENSG00000284186	miRNA
EEF1A2	ENSG00000101210	protein_coding
ZNF562	ENSG00000171466	protein_coding
LRRC37A	ENSG00000176681	protein_coding
MSI1	ENSG00000135097	protein_coding
PARL	ENSG00000175193	protein_coding
	ENSG00000302705	lncRNA
	ENSG00000309423	lncRNA
	ENSG00000239622	processed_pseudogene
	ENSG00000287096	lncRNA
	ENSG00000306533	lncRNA
ST13	ENSG00000100380	protein_coding
	ENSG00000309442	lncRNA
PSMG4	ENSG00000180822	protein_coding
	ENSG00000306686	lncRNA
	ENSG00000290391	lncRNA
PALD1	ENSG00000107719	protein_coding
	ENSG00000290600	lncRNA
	ENSG00000296325	lncRNA
	ENSG00000275910	lncRNA
	ENSG00000290394	lncRNA
MTRR	ENSG00000124275	protein_coding
DYNC2H1	ENSG00000187240	protein_coding
	ENSG00000231397	processed_pseudogene
NPM1P12	ENSG00000215311	processed_pseudogene
	ENSG00000228151	lncRNA
	ENSG00000306692	lncRNA
	ENSG00000239719	processed_pseudogene
ZNF282	ENSG00000170265	protein_coding
	ENSG00000257391	lncRNA
	ENSG00000296252	lncRNA
	ENSG00000296290	lncRNA
	ENSG00000295571	lncRNA
TAP2	ENSG00000204267	protein_coding
SERTAD1	ENSG00000197019	protein_coding
YPEL3-DT	ENSG00000250616	lncRNA
	ENSG00000261367	lncRNA
	ENSG00000275371	lncRNA
	ENSG00000300821	lncRNA
CORO1A-AS1	ENSG00000261416	lncRNA
	ENSG00000290454	lncRNA
	ENSG00000290692	lncRNA
	ENSG00000290544	lncRNA
LRRC37A16P	ENSG00000267023	transcribed_unprocessed_pseudogene
ZNF783	ENSG00000204946	protein_coding
CNOT3	ENSG00000088038	protein_coding
KRT17P5	ENSG00000205266	transcribed_unprocessed_pseudogene
KBTBD11	ENSG00000176595	protein_coding
	ENSG00000290693	lncRNA
	ENSG00000291047	lncRNA
	ENSG00000295024	lncRNA
KRT17P2	ENSG00000186831	transcribed_unprocessed_pseudogene
	ENSG00000295043	lncRNA
MYG1	ENSG00000139637	protein_coding
	ENSG00000305927	lncRNA
CNNM3-DT	ENSG00000273265	lncRNA
HNRNPK	ENSG00000165119	protein_coding
	ENSG00000295453	lncRNA
KRT16P1	ENSG00000214856	transcribed_unprocessed_pseudogene
	ENSG00000291266	lncRNA
	ENSG00000271664	unprocessed_pseudogene
FAM178B	ENSG00000168754	protein_coding
NOS2P2	ENSG00000167494	transcribed_unprocessed_pseudogene
CTSB	ENSG00000164733	protein_coding
	ENSG00000244560	transcribed_unprocessed_pseudogene
USP32P2	ENSG00000233327	transcribed_unprocessed_pseudogene
GSS	ENSG00000100983	protein_coding
PYY2	ENSG00000237575	transcribed_unprocessed_pseudogene
	ENSG00000291213	lncRNA
PPY2P	ENSG00000265060	transcribed_unprocessed_pseudogene
ZNF286B	ENSG00000249459	transcribed_unprocessed_pseudogene
TBC1D27P	ENSG00000128438	transcribed_unprocessed_pseudogene
	ENSG00000274712	transcribed_unprocessed_pseudogene
	ENSG00000290793	lncRNA
TBC1D3P2	ENSG00000188755	transcribed_unprocessed_pseudogene
YWHAEP7	ENSG00000276715	transcribed_unprocessed_pseudogene
OR3A4P	ENSG00000180068	transcribed_unprocessed_pseudogene
	ENSG00000265798	transcribed_unprocessed_pseudogene
GNL3	ENSG00000163938	protein_coding
KRT42P	ENSG00000214514	transcribed_unprocessed_pseudogene
UBBP4	ENSG00000263563	transcribed_unprocessed_pseudogene
CD2BP2-DT	ENSG00000260219	lncRNA
LRRC37A11P	ENSG00000214553	transcribed_unprocessed_pseudogene
NOS2P1	ENSG00000265788	transcribed_unprocessed_pseudogene
RNA5SP101	ENSG00000252845	rRNA_pseudogene
	ENSG00000275094	unprocessed_pseudogene
	ENSG00000273634	processed_pseudogene
	ENSG00000248134	unprocessed_pseudogene
	ENSG00000273306	lncRNA
	ENSG00000310390	lncRNA
	ENSG00000307164	lncRNA
	ENSG00000290677	lncRNA
	ENSG00000263369	transcribed_unprocessed_pseudogene
C12orf56	ENSG00000185306	protein_coding
USP32P1	ENSG00000188933	transcribed_unprocessed_pseudogene
	ENSG00000300431	lncRNA
	ENSG00000300231	lncRNA
	ENSG00000290596	lncRNA
	ENSG00000300467	lncRNA
KRT16P6	ENSG00000226145	transcribed_unprocessed_pseudogene
	ENSG00000300260	lncRNA
	ENSG00000289080	lncRNA
	ENSG00000300350	lncRNA
KRT16P2	ENSG00000227300	transcribed_unprocessed_pseudogene
	ENSG00000300485	lncRNA
	ENSG00000259807	lncRNA
	ENSG00000295125	lncRNA
RNF216P1	ENSG00000196204	lncRNA
KRT17P1	ENSG00000131885	transcribed_unprocessed_pseudogene
KRT17P4	ENSG00000205312	transcribed_unprocessed_pseudogene
	ENSG00000261575	transcribed_unprocessed_pseudogene
	ENSG00000260157	transcribed_unprocessed_pseudogene
	ENSG00000273736	transcribed_unprocessed_pseudogene
	ENSG00000266865	transcribed_unprocessed_pseudogene
	ENSG00000273582	lncRNA
AOC4P	ENSG00000260105	transcribed_unprocessed_pseudogene
	ENSG00000260953	lncRNA
	ENSG00000289029	lncRNA
AOC4P	ENSG00000291070	lncRNA
CCDC144NL	ENSG00000205212	transcribed_unprocessed_pseudogene
CCDC144BP	ENSG00000154874	transcribed_unprocessed_pseudogene
	ENSG00000300448	lncRNA
RRN3P2	ENSG00000103472	lncRNA
DUSP16	ENSG00000111266	protein_coding
TRIM16L	ENSG00000108448	transcribed_unprocessed_pseudogene
RBAKDN	ENSG00000273313	protein_coding
	ENSG00000291037	lncRNA
KRT223P	ENSG00000229028	transcribed_unprocessed_pseudogene
LRRC37A4P	ENSG00000214425	transcribed_unprocessed_pseudogene
PRR15-DT	ENSG00000223813	lncRNA
USP32P3	ENSG00000189423	transcribed_unprocessed_pseudogene
RUVBL1	ENSG00000175792	protein_coding
NOS2P3	ENSG00000230528	transcribed_unprocessed_pseudogene
KRT16P3	ENSG00000214822	transcribed_unprocessed_pseudogene
KRT17P6	ENSG00000231645	transcribed_unprocessed_pseudogene
ABCD4	ENSG00000119688	protein_coding
KRT17P7	ENSG00000205215	transcribed_unprocessed_pseudogene
LRRC37A17P	ENSG00000263142	transcribed_unprocessed_pseudogene
LINC00674	ENSG00000237854	transcribed_unprocessed_pseudogene
	ENSG00000291214	lncRNA
NPLOC4	ENSG00000182446	protein_coding
ADAT2	ENSG00000189007	protein_coding
	ENSG00000297512	lncRNA
	ENSG00000290599	lncRNA
	ENSG00000296239	lncRNA
	ENSG00000296255	lncRNA
SLC16A1-AS1	ENSG00000226419	lncRNA
CYP4F30P	ENSG00000282944	lncRNA
MANEA	ENSG00000172469	protein_coding
	ENSG00000290700	lncRNA
	ENSG00000306519	lncRNA
	ENSG00000233942	lncRNA
MTERF2	ENSG00000120832	protein_coding
MICA	ENSG00000204520	protein_coding
	ENSG00000244701	lncRNA
	ENSG00000229797	lncRNA
DENND11	ENSG00000257093	protein_coding
	ENSG00000222032	lncRNA
DUSP6	ENSG00000139318	protein_coding
	ENSG00000296651	lncRNA
	ENSG00000296670	lncRNA
	ENSG00000289261	lncRNA
	ENSG00000307245	lncRNA
PRLH	ENSG00000071677	protein_coding
	ENSG00000290045	lncRNA
	ENSG00000299598	lncRNA
	ENSG00000299599	lncRNA
LRIG2-DT	ENSG00000238198	lncRNA
RAB17-DT	ENSG00000234949	lncRNA
WEE2-AS1	ENSG00000228775	lncRNA
	ENSG00000287807	lncRNA
	ENSG00000303312	lncRNA
	ENSG00000299963	lncRNA
GPSM3	ENSG00000213654	protein_coding
LINC01356	ENSG00000215866	lncRNA
	ENSG00000309294	lncRNA
PHB2	ENSG00000215021	protein_coding
	ENSG00000310173	lncRNA
SPEF2	ENSG00000152582	protein_coding
	ENSG00000267770	processed_pseudogene
LINC01958	ENSG00000283436	lncRNA
RN7SL454P	ENSG00000243426	misc_RNA
SCAT1	ENSG00000267123	lncRNA
	ENSG00000299347	lncRNA
	ENSG00000299652	lncRNA
	ENSG00000299655	lncRNA
	ENSG00000299668	lncRNA
	ENSG00000299722	lncRNA
PKP4-AS1	ENSG00000204380	lncRNA
RNU1-82P	ENSG00000212153	snRNA
	ENSG00000287568	lncRNA
	ENSG00000228586	lncRNA
	ENSG00000299748	lncRNA
	ENSG00000293476	lncRNA
	ENSG00000299749	lncRNA
	ENSG00000304260	lncRNA
	ENSG00000229750	lncRNA
LINC02790	ENSG00000237435	lncRNA
	ENSG00000301866	lncRNA
MIR933	ENSG00000215973	miRNA
	ENSG00000293891	lncRNA
	ENSG00000200121	misc_RNA
	ENSG00000301915	lncRNA
RPS15AP14	ENSG00000233131	processed_pseudogene
PRR3	ENSG00000204576	protein_coding
	ENSG00000297843	lncRNA
	ENSG00000282836	lncRNA
	ENSG00000297639	lncRNA
	ENSG00000301886	lncRNA
REPIN1-AS1	ENSG00000240449	lncRNA
ANKRD44-AS1	ENSG00000231621	lncRNA
UNC93B2	ENSG00000155070	transcribed_processed_pseudogene
	ENSG00000295801	lncRNA
ALG1L5P	ENSG00000226943	transcribed_unprocessed_pseudogene
SCG5	ENSG00000166922	protein_coding
	ENSG00000289922	lncRNA
	ENSG00000201547	misc_RNA
RN7SL756P	ENSG00000244610	misc_RNA
BOLL	ENSG00000152430	protein_coding
MIR548D2	ENSG00000263690	miRNA
MIR548AA2	ENSG00000207688	miRNA
	ENSG00000264754	lncRNA
	ENSG00000295758	lncRNA
LRRC37A2	ENSG00000238083	protein_coding
VTA1	ENSG00000009844	protein_coding
	ENSG00000288775	lncRNA
NEURL1	ENSG00000107954	protein_coding
	ENSG00000307750	lncRNA
	ENSG00000289937	lncRNA
OR7E39P	ENSG00000273252	transcribed_unprocessed_pseudogene
PTGER3-AS1	ENSG00000235782	lncRNA
	ENSG00000295745	lncRNA
	ENSG00000260252	lncRNA
	ENSG00000295538	lncRNA
